FIPS,RPL_THEMES,COUNTY
36005000100,-999.0,Bronx
36005000200,0.9544,Bronx
36005000400,0.6322,Bronx
36005001600,0.9761,Bronx
36005001900,0.9752,Bronx
36005002000,0.971,Bronx
36005002300,0.9954,Bronx
36005002400,0.106,Bronx
36005002500,0.9772,Bronx
36005002701,0.9814,Bronx
36005002702,0.9993,Bronx
36005002800,0.8002,Bronx
36005003100,0.8268,Bronx
36005003300,0.9853,Bronx
36005003500,0.9916,Bronx
36005003700,0.7221,Bronx
36005003800,0.8665,Bronx
36005003900,0.9838,Bronx
36005004001,0.848,Bronx
36005004100,0.9949,Bronx
36005004200,0.9496,Bronx
36005004300,0.9965,Bronx
36005004400,1.0,Bronx
36005004600,0.989,Bronx
36005004800,0.9608,Bronx
36005005001,0.9993,Bronx
36005005002,0.9965,Bronx
36005005100,0.9979,Bronx
36005005200,0.9201,Bronx
36005005300,0.9849,Bronx
36005005400,0.9702,Bronx
36005005600,0.9933,Bronx
36005005902,0.8897,Bronx
36005006000,0.9416,Bronx
36005006100,0.6507,Bronx
36005006200,0.9989,Bronx
36005006300,0.9708,Bronx
36005006400,0.9517,Bronx
36005006500,0.9945,Bronx
36005006700,0.9863,Bronx
36005006800,0.9353,Bronx
36005006900,0.9881,Bronx
36005007000,0.9467,Bronx
36005007100,0.9581,Bronx
36005007200,0.9129,Bronx
36005007300,0.9939,Bronx
36005007400,0.8427,Bronx
36005007500,0.9914,Bronx
36005007600,0.9434,Bronx
36005007700,0.9939,Bronx
36005007800,0.9731,Bronx
36005007900,0.9986,Bronx
36005008300,0.9856,Bronx
36005008400,0.6015,Bronx
36005008500,0.9943,Bronx
36005008600,0.9719,Bronx
36005008700,0.9882,Bronx
36005008900,0.9906,Bronx
36005009000,0.9801,Bronx
36005009200,0.9068,Bronx
36005009300,0.9854,Bronx
36005009600,0.9994,Bronx
36005009800,0.8537,Bronx
36005011000,-999.0,Bronx
36005011502,0.9956,Bronx
36005011700,0.985,Bronx
36005011800,0.4607,Bronx
36005011900,0.9891,Bronx
36005012101,0.9847,Bronx
36005012102,0.9471,Bronx
36005012300,0.9795,Bronx
36005012500,0.9783,Bronx
36005012701,0.9524,Bronx
36005012901,0.9967,Bronx
36005013000,0.3229,Bronx
36005013100,0.9917,Bronx
36005013200,0.4321,Bronx
36005013300,0.9923,Bronx
36005013500,0.975,Bronx
36005013800,0.7491,Bronx
36005014100,0.9866,Bronx
36005014300,0.9574,Bronx
36005014400,0.9908,Bronx
36005014500,0.9957,Bronx
36005014701,0.9996,Bronx
36005014702,0.9661,Bronx
36005014900,0.9973,Bronx
36005015100,0.9924,Bronx
36005015200,0.7186,Bronx
36005015300,0.9628,Bronx
36005015500,0.9837,Bronx
36005015700,0.9839,Bronx
36005015800,0.8527,Bronx
36005015900,0.9664,Bronx
36005016000,0.5998,Bronx
36005016100,0.9907,Bronx
36005016200,0.6862,Bronx
36005016300,-999.0,Bronx
36005016400,0.5942,Bronx
36005016500,0.9291,Bronx
36005016600,0.6852,Bronx
36005016700,0.9995,Bronx
36005016900,0.9956,Bronx
36005017100,-999.0,Bronx
36005017300,0.9903,Bronx
36005017500,0.9961,Bronx
36005017701,0.9984,Bronx
36005017702,0.9914,Bronx
36005017901,0.9849,Bronx
36005017902,0.9819,Bronx
36005018101,0.9822,Bronx
36005018102,0.9973,Bronx
36005018301,0.9142,Bronx
36005018302,0.9195,Bronx
36005018400,0.5738,Bronx
36005018500,0.9977,Bronx
36005018900,0.9892,Bronx
36005019300,0.9825,Bronx
36005019400,0.9067,Bronx
36005019500,0.9933,Bronx
36005019700,0.9455,Bronx
36005019900,0.9652,Bronx
36005020000,0.961,Bronx
36005020100,0.9932,Bronx
36005020200,0.9536,Bronx
36005020400,0.86,Bronx
36005020501,0.9923,Bronx
36005020502,0.9998,Bronx
36005020601,0.8212,Bronx
36005020900,0.8615,Bronx
36005021001,0.7984,Bronx
36005021002,0.7799,Bronx
36005021100,0.9938,Bronx
36005021200,0.7734,Bronx
36005021301,0.9461,Bronx
36005021302,0.9801,Bronx
36005021501,0.997,Bronx
36005021502,0.9968,Bronx
36005021601,0.9623,Bronx
36005021602,0.8554,Bronx
36005021700,0.9966,Bronx
36005021800,0.9777,Bronx
36005021900,0.9862,Bronx
36005022000,0.9992,Bronx
36005022101,0.9646,Bronx
36005022102,0.9831,Bronx
36005022200,0.9079,Bronx
36005022300,0.9665,Bronx
36005022401,0.8466,Bronx
36005022403,0.9051,Bronx
36005022404,0.7616,Bronx
36005022500,0.9927,Bronx
36005022701,0.9976,Bronx
36005022702,0.9284,Bronx
36005022703,0.925,Bronx
36005022800,0.8968,Bronx
36005022901,0.958,Bronx
36005022902,0.9981,Bronx
36005023000,0.9124,Bronx
36005023100,0.9944,Bronx
36005023200,0.9806,Bronx
36005023301,0.9755,Bronx
36005023302,0.9975,Bronx
36005023501,0.9641,Bronx
36005023502,0.9913,Bronx
36005023600,0.9942,Bronx
36005023702,0.9951,Bronx
36005023703,0.9963,Bronx
36005023704,0.9969,Bronx
36005023800,0.8445,Bronx
36005023900,0.9905,Bronx
36005024000,0.8784,Bronx
36005024100,0.987,Bronx
36005024300,0.9864,Bronx
36005024400,0.7408,Bronx
36005024501,0.9998,Bronx
36005024502,0.9964,Bronx
36005024600,0.7585,Bronx
36005024700,0.9157,Bronx
36005024800,0.7327,Bronx
36005024900,-999.0,Bronx
36005025000,0.7341,Bronx
36005025100,0.9852,Bronx
36005025200,0.6415,Bronx
36005025300,0.9933,Bronx
36005025400,0.7795,Bronx
36005025500,0.9879,Bronx
36005025600,0.9296,Bronx
36005025700,0.7722,Bronx
36005026100,0.6455,Bronx
36005026300,0.9991,Bronx
36005026400,0.7499,Bronx
36005026500,0.9918,Bronx
36005026601,0.7517,Bronx
36005026602,0.9321,Bronx
36005026701,0.8901,Bronx
36005026702,0.9688,Bronx
36005026900,0.9717,Bronx
36005027300,0.9975,Bronx
36005027401,0.4315,Bronx
36005027402,0.5562,Bronx
36005027600,-999.0,Bronx
36005027700,0.9826,Bronx
36005027900,0.9432,Bronx
36005028100,0.7916,Bronx
36005028300,0.9876,Bronx
36005028400,0.8607,Bronx
36005028500,0.6686,Bronx
36005028600,0.3769,Bronx
36005028700,0.7957,Bronx
36005028800,0.5798,Bronx
36005028900,0.9326,Bronx
36005029301,0.3865,Bronx
36005029302,0.5445,Bronx
36005029500,0.5736,Bronx
36005029600,0.6058,Bronx
36005029700,0.6679,Bronx
36005030000,0.5821,Bronx
36005030100,0.5571,Bronx
36005030200,0.829,Bronx
36005030701,0.4262,Bronx
36005030900,0.6178,Bronx
36005031000,0.6914,Bronx
36005031200,0.6178,Bronx
36005031400,0.6994,Bronx
36005031600,0.6261,Bronx
36005031800,0.6979,Bronx
36005031900,-999.0,Bronx
36005032300,0.5623,Bronx
36005032400,0.9877,Bronx
36005032600,0.7868,Bronx
36005032800,0.9893,Bronx
36005033000,0.8587,Bronx
36005033201,0.9613,Bronx
36005033202,0.9928,Bronx
36005033400,0.2023,Bronx
36005033500,0.4019,Bronx
36005033600,0.9439,Bronx
36005033700,0.6083,Bronx
36005033800,0.9464,Bronx
36005034000,0.9297,Bronx
36005034200,0.8152,Bronx
36005034300,0.8471,Bronx
36005034400,0.7353,Bronx
36005034500,0.8346,Bronx
36005034800,0.9427,Bronx
36005035000,0.4451,Bronx
36005035100,0.659,Bronx
36005035600,0.5187,Bronx
36005035800,0.7095,Bronx
36005035900,0.9932,Bronx
36005036000,0.7842,Bronx
36005036100,0.9931,Bronx
36005036300,0.997,Bronx
36005036400,0.6525,Bronx
36005036501,0.9994,Bronx
36005036502,0.9913,Bronx
36005036700,0.9954,Bronx
36005036800,0.9377,Bronx
36005036901,0.9984,Bronx
36005036902,0.9991,Bronx
36005037000,0.7673,Bronx
36005037100,0.9863,Bronx
36005037200,0.9437,Bronx
36005037300,0.9972,Bronx
36005037400,0.9515,Bronx
36005037504,0.9994,Bronx
36005037600,0.9764,Bronx
36005037800,0.9824,Bronx
36005037900,0.9961,Bronx
36005038000,0.9699,Bronx
36005038100,0.9805,Bronx
36005038200,0.9248,Bronx
36005038301,0.9931,Bronx
36005038302,0.9989,Bronx
36005038500,0.9983,Bronx
36005038600,0.86,Bronx
36005038700,0.9796,Bronx
36005038800,0.9379,Bronx
36005038900,0.985,Bronx
36005039000,0.8466,Bronx
36005039100,0.9677,Bronx
36005039200,0.92,Bronx
36005039300,0.9998,Bronx
36005039400,0.984,Bronx
36005039500,0.9981,Bronx
36005039600,0.9805,Bronx
36005039700,0.8218,Bronx
36005039800,0.5294,Bronx
36005039901,0.9985,Bronx
36005039902,0.9973,Bronx
36005040100,0.9723,Bronx
36005040302,0.9879,Bronx
36005040303,0.9972,Bronx
36005040304,0.9676,Bronx
36005040400,0.6814,Bronx
36005040501,0.9634,Bronx
36005040502,0.919,Bronx
36005040600,0.962,Bronx
36005040701,0.9041,Bronx
36005040702,0.9901,Bronx
36005040800,0.9454,Bronx
36005040900,0.7343,Bronx
36005041100,0.8942,Bronx
36005041300,0.951,Bronx
36005041400,0.8622,Bronx
36005041500,0.8817,Bronx
36005041800,0.8986,Bronx
36005041900,0.9741,Bronx
36005042000,0.987,Bronx
36005042100,0.9832,Bronx
36005042200,0.8658,Bronx
36005042300,0.9813,Bronx
36005042400,0.7626,Bronx
36005042500,0.9737,Bronx
36005042600,0.5118,Bronx
36005042800,0.4374,Bronx
36005042901,0.9351,Bronx
36005042902,0.9907,Bronx
36005043000,0.8861,Bronx
36005043100,0.9997,Bronx
36005043400,0.9547,Bronx
36005043500,0.9873,Bronx
36005043600,0.6131,Bronx
36005044200,0.9017,Bronx
36005044400,0.756,Bronx
36005044800,0.2604,Bronx
36005044901,0.426,Bronx
36005044902,0.5925,Bronx
36005045101,0.3088,Bronx
36005045102,0.5107,Bronx
36005045600,0.6865,Bronx
36005045800,0.9894,Bronx
36005046000,0.9915,Bronx
36005046201,0.8603,Bronx
36005046202,0.9936,Bronx
36005048400,0.6494,Bronx
36005050400,0.799,Bronx
36005051600,0.4588,Bronx
6031000100,0.6,Kings
6031000200,0.6837,Kings
6031000300,0.3344,Kings
6031000402,0.658,Kings
6031000403,0.7628,Kings
6031000404,0.6307,Kings
6031000405,0.9063,Kings
6031000500,0.8891,Kings
6031000601,0.3804,Kings
6031000602,0.1519,Kings
6031000701,0.3691,Kings
6031000702,0.6223,Kings
6031000800,0.9394,Kings
6031000900,0.9898,Kings
6031001001,0.7418,Kings
6031001002,0.968,Kings
6031001003,0.8523,Kings
6031001100,0.998,Kings
6031001200,0.5436,Kings
6031001300,0.9984,Kings
6031001401,0.912,Kings
6031001402,0.9891,Kings
6031001500,0.989,Kings
6031001601,0.9407,Kings
6031001602,-999.0,Kings
6031001701,0.9419,Kings
6031981800,-999.0,Kings
36047000100,0.5486,Kings
36047000200,0.9391,Kings
36047000301,0.1861,Kings
36047000501,0.3599,Kings
36047000502,0.3851,Kings
36047000700,0.2159,Kings
36047000900,0.2512,Kings
36047001100,0.1531,Kings
36047001300,0.4539,Kings
36047001500,0.7403,Kings
36047001800,-999.0,Kings
36047002000,0.7786,Kings
36047002100,0.2801,Kings
36047002200,0.9738,Kings
36047002300,0.9929,Kings
36047002901,0.9942,Kings
36047003000,0.4968,Kings
36047003100,0.6095,Kings
36047003300,0.1996,Kings
36047003400,0.6904,Kings
36047003500,0.585,Kings
36047003600,0.5985,Kings
36047003700,0.2471,Kings
36047003800,0.448,Kings
36047003900,0.3504,Kings
36047004100,0.415,Kings
36047004300,0.3327,Kings
36047004400,0.2244,Kings
36047004500,0.1849,Kings
36047004600,0.2591,Kings
36047004700,0.3036,Kings
36047004900,0.4286,Kings
36047005000,0.2495,Kings
36047005100,0.1614,Kings
36047005201,0.747,Kings
36047005202,0.4213,Kings
36047005300,0.5906,Kings
36047005400,0.513,Kings
36047005601,0.4646,Kings
36047005602,0.4911,Kings
36047005800,0.7335,Kings
36047005900,0.4597,Kings
36047006000,0.4506,Kings
36047006200,0.6771,Kings
36047006300,0.1991,Kings
36047006400,0.5717,Kings
36047006500,0.1163,Kings
36047006600,0.633,Kings
36047006700,0.1078,Kings
36047006800,0.8831,Kings
36047006900,0.2171,Kings
36047007000,0.7419,Kings
36047007100,0.9283,Kings
36047007200,0.9459,Kings
36047007400,0.9435,Kings
36047007500,0.2373,Kings
36047007600,0.8522,Kings
36047007700,0.4493,Kings
36047007800,0.8469,Kings
36047008000,0.7594,Kings
36047008200,0.9038,Kings
36047008400,0.8731,Kings
36047008500,0.9953,Kings
36047008600,-999.0,Kings
36047008800,0.4945,Kings
36047009000,0.9039,Kings
36047009200,0.9461,Kings
36047009400,0.867,Kings
36047009600,0.8049,Kings
36047009800,0.848,Kings
36047010000,0.9045,Kings
36047010100,0.7241,Kings
36047010200,0.8124,Kings
36047010400,0.7562,Kings
36047010600,0.7131,Kings
36047010800,0.7976,Kings
36047011000,0.8456,Kings
36047011200,0.9582,Kings
36047011400,0.9818,Kings
36047011600,0.8916,Kings
36047011700,0.3253,Kings
36047011800,0.8267,Kings
36047011900,0.5396,Kings
36047012000,0.8064,Kings
36047012100,0.2527,Kings
36047012200,0.8835,Kings
36047012600,0.6727,Kings
36047012700,0.8674,Kings
36047012801,0.8874,Kings
36047012901,0.2103,Kings
36047012902,0.4062,Kings
36047013000,0.8298,Kings
36047013100,0.2943,Kings
36047013200,0.8296,Kings
36047013300,0.1867,Kings
36047013400,0.6275,Kings
36047013500,0.2965,Kings
36047013600,0.6072,Kings
36047013700,0.538,Kings
36047013800,0.6844,Kings
36047013900,0.2482,Kings
36047014000,0.5948,Kings
36047014100,0.4785,Kings
36047014200,0.5131,Kings
36047014300,0.4824,Kings
36047014500,0.443,Kings
36047014700,0.5649,Kings
36047014800,0.4847,Kings
36047014900,0.4362,Kings
36047015000,0.4115,Kings
36047015100,0.3683,Kings
36047015200,0.6334,Kings
36047015300,0.2587,Kings
36047015400,-999.0,Kings
36047015500,0.2133,Kings
36047015700,0.148,Kings
36047015900,0.2334,Kings
36047016000,0.4798,Kings
36047016100,0.3719,Kings
36047016200,0.4903,Kings
36047016300,0.4804,Kings
36047016400,0.4568,Kings
36047016500,0.1915,Kings
36047016600,0.1347,Kings
36047016700,0.2431,Kings
36047016800,0.4451,Kings
36047016900,0.2767,Kings
36047017000,0.6356,Kings
36047017100,0.3467,Kings
36047017200,0.5917,Kings
36047017400,0.6456,Kings
36047017500,-999.0,Kings
36047017600,0.8427,Kings
36047017700,-999.0,Kings
36047017800,0.8513,Kings
36047017900,0.8601,Kings
36047018000,0.6719,Kings
36047018100,0.3675,Kings
36047018200,0.7107,Kings
36047018300,0.1746,Kings
36047018400,0.5861,Kings
36047018501,0.9954,Kings
36047018600,0.6493,Kings
36047018700,0.6293,Kings
36047018800,0.5959,Kings
36047019000,0.785,Kings
36047019100,0.4399,Kings
36047019200,0.8589,Kings
36047019300,0.853,Kings
36047019400,0.9228,Kings
36047019500,0.2216,Kings
36047019600,0.9218,Kings
36047019700,0.3895,Kings
36047019800,0.5873,Kings
36047019900,0.43,Kings
36047020000,0.7256,Kings
36047020100,0.2118,Kings
36047020200,0.4788,Kings
36047020300,0.5684,Kings
36047020400,0.5684,Kings
36047020500,0.2323,Kings
36047020600,0.5955,Kings
36047020700,0.2071,Kings
36047020800,0.8517,Kings
36047021000,0.8039,Kings
36047021100,0.8168,Kings
36047021200,0.8013,Kings
36047021300,0.5891,Kings
36047021400,0.6724,Kings
36047021500,0.6681,Kings
36047021600,0.7603,Kings
36047021700,0.7255,Kings
36047021800,0.7243,Kings
36047021900,0.6911,Kings
36047022000,0.8633,Kings
36047022100,0.6826,Kings
36047022200,0.8042,Kings
36047022400,0.7294,Kings
36047022600,0.7699,Kings
36047022700,0.4665,Kings
36047022800,0.9064,Kings
36047022900,0.4385,Kings
36047023000,0.7196,Kings
36047023100,0.428,Kings
36047023200,0.6944,Kings
36047023300,0.8392,Kings
36047023400,0.7649,Kings
36047023500,0.7755,Kings
36047023600,0.7264,Kings
36047023800,0.7985,Kings
36047024000,0.89,Kings
36047024100,0.6723,Kings
36047024200,0.6285,Kings
36047024300,0.6995,Kings
36047024400,0.642,Kings
36047024500,0.4663,Kings
36047024600,0.7496,Kings
36047024700,0.7312,Kings
36047024800,0.7539,Kings
36047024900,0.5272,Kings
36047025000,0.7396,Kings
36047025100,0.9025,Kings
36047025200,0.7952,Kings
36047025300,0.7053,Kings
36047025400,0.8483,Kings
36047025500,0.9797,Kings
36047025600,0.9081,Kings
36047025700,0.7842,Kings
36047025800,0.9,Kings
36047025901,0.8863,Kings
36047025902,0.9754,Kings
36047026000,0.7456,Kings
36047026100,0.4791,Kings
36047026200,0.8191,Kings
36047026300,0.7665,Kings
36047026400,0.6458,Kings
36047026500,0.5601,Kings
36047026600,0.7717,Kings
36047026700,0.667,Kings
36047026800,0.9216,Kings
36047026900,0.6959,Kings
36047027000,0.6889,Kings
36047027100,0.847,Kings
36047027200,0.7954,Kings
36047027300,0.776,Kings
36047027400,0.6895,Kings
36047027500,0.5974,Kings
36047027600,0.7444,Kings
36047027700,0.8708,Kings
36047027800,0.7815,Kings
36047027900,0.6492,Kings
36047028000,0.682,Kings
36047028100,0.9558,Kings
36047028200,0.7315,Kings
36047028300,0.9887,Kings
36047028400,0.8389,Kings
36047028501,0.7885,Kings
36047028502,0.9935,Kings
36047028600,0.8083,Kings
36047028700,0.8235,Kings
36047028800,0.7573,Kings
36047028900,0.9468,Kings
36047029000,0.7133,Kings
36047029100,0.6588,Kings
36047029200,0.8027,Kings
36047029300,0.7883,Kings
36047029400,0.9839,Kings
36047029500,0.4163,Kings
36047029600,0.8124,Kings
36047029700,0.5678,Kings
36047029800,0.7078,Kings
36047029900,0.9627,Kings
36047030000,0.7754,Kings
36047030100,0.8446,Kings
36047030200,0.7491,Kings
36047030300,0.9855,Kings
36047030400,0.8701,Kings
36047030500,0.547,Kings
36047030600,0.848,Kings
36047030700,0.9726,Kings
36047030800,0.7909,Kings
36047030900,0.8332,Kings
36047031100,0.639,Kings
36047031300,0.6911,Kings
36047031400,0.775,Kings
36047031500,0.6067,Kings
36047031701,0.3895,Kings
36047031702,0.5116,Kings
36047031900,0.6845,Kings
36047032100,0.7628,Kings
36047032300,0.6311,Kings
36047032500,0.6328,Kings
36047032600,0.9894,Kings
36047032700,0.7923,Kings
36047032800,0.7921,Kings
36047032900,0.7907,Kings
36047033000,0.9914,Kings
36047033100,0.6468,Kings
36047033300,0.7255,Kings
36047033500,0.8481,Kings
36047033600,0.6006,Kings
36047033700,0.7185,Kings
36047033900,0.8298,Kings
36047034000,0.9962,Kings
36047034100,0.7601,Kings
36047034200,0.992,Kings
36047034300,0.9634,Kings
36047034500,0.7306,Kings
36047034700,0.8658,Kings
36047034800,0.8512,Kings
36047034900,0.8676,Kings
36047035000,0.6396,Kings
36047035100,0.9283,Kings
36047035200,0.8871,Kings
36047035300,0.7944,Kings
36047035400,0.4997,Kings
36047035500,0.8824,Kings
36047035601,0.5982,Kings
36047035602,0.5952,Kings
36047035700,0.9069,Kings
36047035900,0.9706,Kings
36047036001,0.7771,Kings
36047036002,0.8978,Kings
36047036100,0.9827,Kings
36047036200,0.8862,Kings
36047036300,0.9368,Kings
36047036400,0.8696,Kings
36047036501,0.8244,Kings
36047036502,0.9528,Kings
36047036600,0.9155,Kings
36047036700,0.7053,Kings
36047036900,0.9159,Kings
36047037000,0.661,Kings
36047037100,0.7996,Kings
36047037300,0.8156,Kings
36047037401,0.7212,Kings
36047037402,0.7331,Kings
36047037500,0.8197,Kings
36047037700,0.7026,Kings
36047037900,0.6697,Kings
36047038100,0.7899,Kings
36047038200,0.9847,Kings
36047038300,0.632,Kings
36047038500,0.6648,Kings
36047038600,0.7648,Kings
36047038700,0.7936,Kings
36047038800,0.7363,Kings
36047038900,0.6679,Kings
36047039000,0.5588,Kings
36047039100,0.8252,Kings
36047039200,0.6265,Kings
36047039300,0.8194,Kings
36047039400,0.8019,Kings
36047039500,0.9187,Kings
36047039600,0.5473,Kings
36047039700,0.8093,Kings
36047039800,0.8689,Kings
36047039900,0.7894,Kings
36047040000,0.7819,Kings
36047040100,0.9195,Kings
36047040200,0.7527,Kings
36047040300,0.87,Kings
36047040400,0.6154,Kings
36047040500,0.6831,Kings
36047040600,0.7563,Kings
36047040700,-999.0,Kings
36047040800,0.6607,Kings
36047040900,0.8447,Kings
36047041000,0.882,Kings
36047041100,0.7973,Kings
36047041200,0.645,Kings
36047041300,0.7826,Kings
36047041401,0.8451,Kings
36047041402,0.5879,Kings
36047041500,0.7573,Kings
36047041600,0.7562,Kings
36047041700,0.9635,Kings
36047041800,0.9561,Kings
36047041900,0.8727,Kings
36047042000,0.6618,Kings
36047042100,0.9023,Kings
36047042200,0.8221,Kings
36047042300,0.8668,Kings
36047042400,0.7138,Kings
36047042500,0.5803,Kings
36047042600,0.8284,Kings
36047042700,0.7162,Kings
36047042800,0.8057,Kings
36047042900,0.8092,Kings
36047043000,0.8814,Kings
36047043100,0.7109,Kings
36047043200,0.8399,Kings
36047043300,0.9235,Kings
36047043400,0.7303,Kings
36047043500,0.8619,Kings
36047043600,0.7647,Kings
36047043700,0.764,Kings
36047043800,0.7769,Kings
36047043900,0.8121,Kings
36047044000,0.7785,Kings
36047044100,0.7943,Kings
36047044200,0.4842,Kings
36047044300,0.6854,Kings
36047044400,0.7287,Kings
36047044500,0.6912,Kings
36047044600,0.7465,Kings
36047044700,0.9051,Kings
36047044800,0.7228,Kings
36047044900,0.9855,Kings
36047045000,0.2665,Kings
36047045200,0.4458,Kings
36047045300,0.8557,Kings
36047045400,0.7304,Kings
36047045600,0.8915,Kings
36047045800,0.4938,Kings
36047046000,0.7995,Kings
36047046201,0.8707,Kings
36047046202,0.5692,Kings
36047046400,0.5832,Kings
36047046800,0.5149,Kings
36047047000,0.584,Kings
36047047200,0.7382,Kings
36047047400,0.692,Kings
36047047600,0.8221,Kings
36047047700,0.1764,Kings
36047047800,0.8261,Kings
36047048000,0.954,Kings
36047048100,0.5631,Kings
36047048200,0.8909,Kings
36047048400,0.7604,Kings
36047048500,0.4063,Kings
36047048600,0.7941,Kings
36047048800,0.8412,Kings
36047048900,0.9981,Kings
36047049000,0.8854,Kings
36047049100,0.8475,Kings
36047049200,0.8225,Kings
36047049300,0.8806,Kings
36047049400,0.8999,Kings
36047049500,0.5541,Kings
36047049600,0.7883,Kings
36047049700,0.1343,Kings
36047049800,0.6407,Kings
36047049900,0.1547,Kings
36047050000,0.4764,Kings
36047050100,0.3635,Kings
36047050202,0.385,Kings
36047050300,0.2912,Kings
36047050400,0.5447,Kings
36047050500,0.9287,Kings
36047050600,0.8977,Kings
36047050700,0.8833,Kings
36047050801,0.9118,Kings
36047050803,0.7885,Kings
36047050804,0.6499,Kings
36047050900,0.7185,Kings
36047051001,0.8082,Kings
36047051002,0.696,Kings
36047051100,0.8236,Kings
36047051200,0.7552,Kings
36047051300,0.5886,Kings
36047051400,0.8882,Kings
36047051500,0.141,Kings
36047051601,0.7896,Kings
36047051602,0.8526,Kings
36047051700,0.1208,Kings
36047051800,0.5888,Kings
36047051900,0.209,Kings
36047052000,0.7559,Kings
36047052300,0.6754,Kings
36047052500,0.8912,Kings
36047052600,0.7265,Kings
36047052700,0.8925,Kings
36047052800,0.6546,Kings
36047052900,0.7459,Kings
36047053000,0.8632,Kings
36047053100,0.6375,Kings
36047053200,0.7687,Kings
36047053300,0.6866,Kings
36047053400,0.9479,Kings
36047053500,0.7128,Kings
36047053700,0.7775,Kings
36047053800,0.8211,Kings
36047053900,0.8365,Kings
36047054200,0.8502,Kings
36047054300,0.3824,Kings
36047054400,0.7851,Kings
36047054500,0.9664,Kings
36047054600,0.8384,Kings
36047054700,0.767,Kings
36047054800,0.6547,Kings
36047054900,0.4227,Kings
36047055000,0.6887,Kings
36047055100,0.5276,Kings
36047055200,0.6629,Kings
36047055300,0.2792,Kings
36047055400,0.7437,Kings
36047055500,0.1783,Kings
36047055600,0.6497,Kings
36047055700,0.2614,Kings
36047055800,0.6099,Kings
36047056000,0.6929,Kings
36047056100,0.173,Kings
36047056200,0.2297,Kings
36047056300,0.6516,Kings
36047056400,0.4148,Kings
36047056500,0.1497,Kings
36047056600,0.7401,Kings
36047056800,0.368,Kings
36047056900,0.223,Kings
36047057000,0.6611,Kings
36047057100,0.2884,Kings
36047057200,0.9601,Kings
36047057300,0.3322,Kings
36047057400,0.6287,Kings
36047057500,0.3216,Kings
36047057600,0.5544,Kings
36047057800,0.6735,Kings
36047057900,0.6544,Kings
36047058000,0.7025,Kings
36047058200,0.7237,Kings
36047058400,0.6249,Kings
36047058600,0.813,Kings
36047058800,0.6462,Kings
36047058900,0.2008,Kings
36047059000,0.6996,Kings
36047059100,0.1579,Kings
36047059200,0.5763,Kings
36047059300,0.2932,Kings
36047059401,0.7424,Kings
36047059402,0.5285,Kings
36047059600,0.585,Kings
36047059800,0.6996,Kings
